2300,1,DOOMII,0,0,2009-04-30,False,4.99,8.0,4992.0,274.0,91.40098788753292,500000-1000000,89,25,Classic;FPS;Action;1990s;Shooter;Retro;Demons;Gore;Moddable;Violent;First-Person;OldSchool;Sci-fi;Singleplayer;Multiplayer;GreatSoundtrack;PixelGraphics;Horror;Zombies;OnlineCo-Op,,Single-player;Multi-player;PvP;Shared/SplitScreenPvP;Co-op;Shared/SplitScreenCo-op;Shared/SplitScreen;Fullcontrollersupport;SteamCloud;RemotePlayTogether,Action,windows,420;18397,English;French;German;Italian;Spanish-Spain,39,39
2310,1,QUAKE,18,35,2006-10-25,False,9.99,9.0,8442.0,352.0,93.00914583436926,1000000-2000000,263,93,FPS;Classic;Action;Shooter;1990s;Singleplayer;Multiplayer;Lovecraftian;Gore;First-Person;OldSchool;Retro;Horror;GreatSoundtrack;Fast-Paced;Moddable;Atmospheric;Sci-fi;Co-op;Competitive,,Single-player;Multi-player;PvP;OnlinePvP;Shared/SplitScreenPvP;Co-op;OnlineCo-op;Shared/SplitScreenCo-op;Shared/SplitScreen;Cross-PlatformMultiplayer;Fullcontrollersupport;SteamCloud;RemotePlayTogether,Action,windows,427,English;French;German;Italian;Russian;Spanish-Spain,4,39;56;73
2320,1,QUAKEII,0,0,2007-08-03,False,4.99,8.0,2632.0,238.0,87.91206578164676,200000-500000,166,162,FPS;Action;Classic;Shooter;Sci-fi;1990s;GreatSoundtrack;Singleplayer;Multiplayer;Gore;First-Person;Retro;Fast-Paced;Moddable;OldSchool;ArenaShooter;Co-op;Atmospheric;Horror;Aliens,,Single-player;Multi-player;Co-op;SteamCloud,Action,windows,430,English,39,39
2330,1,QUAKEIIMissionPack:TheReckoning,0,0,2011-08-04,False,2.99,6.0,127.0,32.0,73.39100133956312,200000-500000,0,0,Action;Shooter;FPS;First-Person;Classic,,Single-player;Multi-player;SteamCloud,Action,windows,431,English,39,39
2340,1,QUAKEIIMissionPack:GroundZero,0,0,2007-08-03,False,2.99,5.0,104.0,76.0,56.15138079865037,50000-100000,1,1,Action;FPS;Shooter;Classic;First-Person,,Single-player;Multi-player;SteamCloud,Action,windows,432,English,39,39
2350,1,QUAKEIII:TeamArena,0,0,2007-08-03,False,14.99,8.0,170.0,38.0,75.37677268886056,500000-1000000,19,6,Action;Shooter;FPS;First-Person;Competitive;Multiplayer;Classic;Fast-Paced;ArenaShooter,,Single-player;Multi-player;SteamCloud,Action,windows,433,English,39,39
2360,1,HeXen:BeyondHeretic,0,0,2007-08-03,False,4.99,8.0,427.0,54.0,82.73590298490721,200000-500000,14,14,Action;Fantasy;Shooter;FPS;Classic;First-Person;DarkFantasy;Retro;OldSchool;Dark;1990s;Class-Based;Singleplayer;RPG;Magic;Gothic;Puzzle,,Single-player;SteamCloud,Action,windows,436;439,English,39,39
2370,1,HeXen:DeathkingsoftheDarkCitadel,0,0,2007-08-03,False,4.99,6.0,106.0,28.0,72.45686897263636,50000-100000,1,1,Action;FPS;Classic;Shooter;Fantasy;Retro;First-Person;Singleplayer;1990s;DarkFantasy,,Single-player;SteamCloud,Action,windows,437;439,English,39,39
2390,1,Heretic:ShadowoftheSerpentRiders,0,0,2007-08-03,False,4.99,8.0,699.0,40.0,88.48508389051005,100000-200000,3,4,Classic;FPS;Action;Fantasy;Shooter;Retro;DarkFantasy;OldSchool;1990s;Singleplayer;First-Person;Multiplayer;Magic;Adventure,,Single-player;Multi-player;SteamCloud,Action,windows,435;439,English,39,39
2400,1,TheShip:MurderParty,0,0,2007-08-03,False,9.99,8.0,2111.0,408.0,80.60395905414097,1000000-2000000,250,199,Multiplayer;Indie;First-Person;Action;Stealth;RPG;Mystery;Assassin;Funny;Survival;Simulation;Singleplayer;FPS;Comedy;Shooter;Strategy;Adventure;Difficult;Stylized;ReplayValue,,Single-player;Multi-player;PvP;OnlinePvP;LANPvP;SteamTradingCards;ValveAnti-Cheatenabled,Action;Indie;RPG,windows,56669;43135,English;French;German;Italian;Japanese;Polish;Russian;Spanish-Spain,56,56
2420,1,TheShip:SinglePlayer,0,0,2007-08-03,False,,5.0,252.0,130.0,63.30389967458756,200000-500000,82,47,Action;Indie;RPG;Singleplayer;FPS;First-Person;Multiplayer,,Single-player,Action;Indie;RPG,windows,56669,English;French;German;Italian;Japanese;Polish;Russian;Spanish-Spain,56,56
2450,1,BloodyGoodTime,0,12,2007-08-03,False,4.99,6.0,640.0,186.0,73.84445630362883,100000-200000,1421,1924,Action;Multiplayer;FPS;Comedy;Funny;First-Person;Shooter;Gore;Singleplayer;Blood,,Single-player;Multi-player;SteamAchievements,Action,windows,6530,English,73,56
